2 2 100
number of machines at each stage in each factory:
4,5
2,2
speed of each machine:
1.4,1.3,1.1,1.0
1.2,1.3,1.2,1.3,1.3
1.4,1.4
1.5,1.2
power consumption of each machine:
10,10,6,8
8,8,9,10,10
5,9
10,7
standom processing time of each job at each stage:
35,48
37,14
47,12
28,48
32,49
16,41
42,19
44,17
19,44
48,29
19,26
24,30
44,33
44,34
16,38
15,12
29,45
21,21
38,18
35,24
49,25
29,50
25,38
45,42
26,20
43,12
16,17
29,18
44,32
22,38
31,45
39,39
10,16
49,34
43,42
34,25
24,23
31,20
12,39
40,12
22,44
17,17
17,20
45,25
27,47
16,29
14,50
14,32
50,44
13,47
39,20
45,35
16,36
22,20
38,22
32,37
27,27
19,29
38,42
44,34
10,27
44,49
22,31
43,11
16,50
34,42
31,46
18,27
32,10
16,30
15,49
11,27
24,43
28,29
48,25
29,24
30,26
30,33
16,33
18,16
36,28
23,11
47,21
23,14
30,36
31,31
22,36
21,48
30,17
38,41
39,29
41,11
14,39
12,40
19,39
45,44
46,42
34,46
45,27
19,34
