2 2 100
number of machines at each stage in each factory:
5,2
4,4
speed of each machine:
1.4,1.5,1.3,1.3,1.0
1.1,1.2
1.0,1.1,1.5,1.1
1.5,1.0,1.3,1.5
power consumption of each machine:
9,6,8,8,5
8,5
10,9,9,9
6,8,5,10
standom processing time of each job at each stage:
42,31
46,45
43,13
37,43
29,37
14,29
43,40
47,19
39,27
41,12
29,28
31,13
21,26
22,39
19,22
13,24
30,25
45,14
18,36
33,23
49,13
39,22
22,25
39,18
48,16
31,37
17,27
15,46
39,36
10,32
44,22
16,50
44,39
48,27
15,25
22,50
38,47
19,33
31,14
37,22
21,16
43,31
31,40
38,22
22,46
17,31
48,25
28,38
26,15
45,23
42,33
41,43
50,37
24,42
44,41
48,28
19,19
23,31
11,41
24,26
35,43
31,29
28,10
23,20
37,38
18,43
46,35
38,17
25,10
28,49
10,19
44,15
31,26
21,42
50,46
15,38
39,41
17,38
24,23
29,23
34,13
17,42
43,21
37,14
48,41
40,24
22,26
36,42
43,18
40,43
25,32
44,22
14,30
28,31
32,28
15,49
15,15
16,41
39,26
14,48
